timestamp,symbol,currency,price,quantity,day,old_timestamp
0,AMETHYSTS,SEASHELLS,9996.0,1,0,0
0,STARFRUIT,SEASHELLS,5003.0,1,0,0
0,AMETHYSTS,SEASHELLS,9996.0,1,0,0
100,STARFRUIT,SEASHELLS,5004.0,6,0,100
900,STARFRUIT,SEASHELLS,5001.0,2,0,900
1000,STARFRUIT,SEASHELLS,4997.0,2,0,1000
1100,STARFRUIT,SEASHELLS,4997.0,1,0,1100
1500,STARFRUIT,SEASHELLS,5003.0,1,0,1500
1500,AMETHYSTS,SEASHELLS,10004.0,1,0,1500
1800,STARFRUIT,SEASHELLS,5001.0,10,0,1800
1800,STARFRUIT,SEASHELLS,5001.0,1,0,1800
1800,STARFRUIT,SEASHELLS,5002.0,1,0,1800
2000,STARFRUIT,SEASHELLS,5002.0,1,0,2000
2100,STARFRUIT,SEASHELLS,5001.0,4,0,2100
2500,AMETHYSTS,SEASHELLS,9998.0,1,0,2500
2500,STARFRUIT,SEASHELLS,4996.0,11,0,2500
3200,AMETHYSTS,SEASHELLS,9996.0,1,0,3200
3200,STARFRUIT,SEASHELLS,4996.0,1,0,3200
3300,STARFRUIT,SEASHELLS,4997.0,2,0,3300
3300,AMETHYSTS,SEASHELLS,9995.0,2,0,3300
3600,AMETHYSTS,SEASHELLS,10005.0,6,0,3600
3900,STARFRUIT,SEASHELLS,5002.0,1,0,3900
4000,AMETHYSTS,SEASHELLS,9998.0,1,0,4000
4200,AMETHYSTS,SEASHELLS,10004.0,2,0,4200
4200,AMETHYSTS,SEASHELLS,10004.0,1,0,4200
4200,STARFRUIT,SEASHELLS,4998.0,1,0,4200
4400,STARFRUIT,SEASHELLS,5002.0,2,0,4400
4500,STARFRUIT,SEASHELLS,4997.0,8,0,4500
4500,STARFRUIT,SEASHELLS,4997.0,1,0,4500
5800,STARFRUIT,SEASHELLS,4999.0,7,0,5800
6500,STARFRUIT,SEASHELLS,5000.0,5,0,6500
6600,STARFRUIT,SEASHELLS,4999.0,1,0,6600
6700,AMETHYSTS,SEASHELLS,9998.0,2,0,6700
6700,STARFRUIT,SEASHELLS,4998.0,2,0,6700
6700,STARFRUIT,SEASHELLS,4999.0,4,0,6700
7100,STARFRUIT,SEASHELLS,4999.0,5,0,7100
7200,STARFRUIT,SEASHELLS,5005.0,4,0,7200
7300,STARFRUIT,SEASHELLS,4998.0,1,0,7300
7400,STARFRUIT,SEASHELLS,5005.0,1,0,7400
7400,AMETHYSTS,SEASHELLS,10002.0,1,0,7400
7400,STARFRUIT,SEASHELLS,5003.0,1,0,7400
7500,AMETHYSTS,SEASHELLS,10002.0,1,0,7500
7800,STARFRUIT,SEASHELLS,5002.0,1,0,7800
7800,STARFRUIT,SEASHELLS,5002.0,1,0,7800
8600,STARFRUIT,SEASHELLS,5004.0,1,0,8600
8600,AMETHYSTS,SEASHELLS,10002.0,1,0,8600
8700,STARFRUIT,SEASHELLS,5002.0,9,0,8700
8700,STARFRUIT,SEASHELLS,5004.0,2,0,8700
8700,AMETHYSTS,SEASHELLS,10002.0,2,0,8700
8800,STARFRUIT,SEASHELLS,5003.0,1,0,8800
8800,AMETHYSTS,SEASHELLS,10002.0,1,0,8800
9600,AMETHYSTS,SEASHELLS,10000.0,3,0,9600
10100,AMETHYSTS,SEASHELLS,9998.0,1,0,10100
10200,STARFRUIT,SEASHELLS,4996.0,1,0,10200
10200,AMETHYSTS,SEASHELLS,9996.0,1,0,10200
11100,AMETHYSTS,SEASHELLS,10005.0,2,0,11100
11100,STARFRUIT,SEASHELLS,5005.0,12,0,11100
11100,STARFRUIT,SEASHELLS,5005.0,2,0,11100
11300,STARFRUIT,SEASHELLS,4998.0,1,0,11300
11400,STARFRUIT,SEASHELLS,4997.0,1,0,11400
12000,STARFRUIT,SEASHELLS,4999.0,2,0,12000
12000,STARFRUIT,SEASHELLS,4999.0,2,0,12000
13000,STARFRUIT,SEASHELLS,5001.0,2,0,13000
13000,AMETHYSTS,SEASHELLS,9998.0,1,0,13000
13500,STARFRUIT,SEASHELLS,4998.0,1,0,13500
13600,AMETHYSTS,SEASHELLS,9998.0,1,0,13600
13900,STARFRUIT,SEASHELLS,4998.0,2,0,13900
13900,AMETHYSTS,SEASHELLS,9996.0,1,0,13900
13900,AMETHYSTS,SEASHELLS,9996.0,1,0,13900
14000,AMETHYSTS,SEASHELLS,10005.0,7,0,14000
14300,STARFRUIT,SEASHELLS,4998.0,1,0,14300
15000,STARFRUIT,SEASHELLS,4998.0,1,0,15000
15100,AMETHYSTS,SEASHELLS,10005.0,4,0,15100
15400,AMETHYSTS,SEASHELLS,10002.0,5,0,15400
16400,STARFRUIT,SEASHELLS,4998.0,6,0,16400
17000,STARFRUIT,SEASHELLS,5003.0,9,0,17000
17200,STARFRUIT,SEASHELLS,4996.0,1,0,17200
17300,AMETHYSTS,SEASHELLS,10002.0,1,0,17300
17400,STARFRUIT,SEASHELLS,5003.0,10,0,17400
18000,STARFRUIT,SEASHELLS,5002.0,4,0,18000
18100,STARFRUIT,SEASHELLS,4996.0,1,0,18100
18200,AMETHYSTS,SEASHELLS,9998.0,1,0,18200
18200,STARFRUIT,SEASHELLS,4996.0,8,0,18200
18300,AMETHYSTS,SEASHELLS,10005.0,2,0,18300
18300,AMETHYSTS,SEASHELLS,9998.0,1,0,18300
18300,STARFRUIT,SEASHELLS,5000.0,2,0,18300
18500,AMETHYSTS,SEASHELLS,10005.0,5,0,18500
18600,STARFRUIT,SEASHELLS,4996.0,1,0,18600
19200,STARFRUIT,SEASHELLS,4996.0,1,0,19200
19400,STARFRUIT,SEASHELLS,4996.0,1,0,19400
19500,AMETHYSTS,SEASHELLS,10002.0,1,0,19500
19600,AMETHYSTS,SEASHELLS,10002.0,1,0,19600
19900,AMETHYSTS,SEASHELLS,10002.0,1,0,19900
20200,AMETHYSTS,SEASHELLS,10002.0,1,0,20200
20300,STARFRUIT,SEASHELLS,5002.0,1,0,20300
20600,AMETHYSTS,SEASHELLS,9998.0,1,0,20600
20600,AMETHYSTS,SEASHELLS,9995.0,9,0,20600
20900,STARFRUIT,SEASHELLS,5002.0,1,0,20900
20900,AMETHYSTS,SEASHELLS,9998.0,1,0,20900
21300,AMETHYSTS,SEASHELLS,10002.0,1,0,21300
21300,STARFRUIT,SEASHELLS,5002.0,1,0,21300
21400,STARFRUIT,SEASHELLS,5001.0,1,0,21400
21800,STARFRUIT,SEASHELLS,5001.0,1,0,21800
22300,STARFRUIT,SEASHELLS,4997.0,1,0,22300
22700,AMETHYSTS,SEASHELLS,9998.0,1,0,22700
22900,STARFRUIT,SEASHELLS,4998.0,2,0,22900
23000,AMETHYSTS,SEASHELLS,9998.0,4,0,23000
23100,STARFRUIT,SEASHELLS,5001.0,1,0,23100
23300,AMETHYSTS,SEASHELLS,9998.0,2,0,23300
23900,AMETHYSTS,SEASHELLS,9998.0,3,0,23900
23900,AMETHYSTS,SEASHELLS,9995.0,8,0,23900
24000,STARFRUIT,SEASHELLS,5001.0,3,0,24000
24200,STARFRUIT,SEASHELLS,4996.0,5,0,24200
24300,AMETHYSTS,SEASHELLS,10002.0,1,0,24300
24500,STARFRUIT,SEASHELLS,5002.0,1,0,24500
24600,AMETHYSTS,SEASHELLS,9996.0,2,0,24600
24600,AMETHYSTS,SEASHELLS,9996.0,2,0,24600
24700,STARFRUIT,SEASHELLS,5001.0,6,0,24700
25100,STARFRUIT,SEASHELLS,5001.0,1,0,25100
25100,AMETHYSTS,SEASHELLS,10002.0,1,0,25100
25400,STARFRUIT,SEASHELLS,4995.0,7,0,25400
25600,STARFRUIT,SEASHELLS,4999.0,2,0,25600
25600,AMETHYSTS,SEASHELLS,10004.0,2,0,25600
25700,AMETHYSTS,SEASHELLS,10002.0,3,0,25700
25700,AMETHYSTS,SEASHELLS,10002.0,8,0,25700
26300,STARFRUIT,SEASHELLS,4994.0,1,0,26300
26400,STARFRUIT,SEASHELLS,4994.0,1,0,26400
26400,AMETHYSTS,SEASHELLS,10005.0,9,0,26400
26700,STARFRUIT,SEASHELLS,4998.0,1,0,26700
27000,AMETHYSTS,SEASHELLS,10002.0,1,0,27000
27000,STARFRUIT,SEASHELLS,4993.0,4,0,27000
27200,STARFRUIT,SEASHELLS,4991.0,1,0,27200
27300,STARFRUIT,SEASHELLS,4998.0,11,0,27300
27700,AMETHYSTS,SEASHELLS,9998.0,3,0,27700
27700,AMETHYSTS,SEASHELLS,9998.0,1,0,27700
27900,AMETHYSTS,SEASHELLS,10002.0,4,0,27900
28000,STARFRUIT,SEASHELLS,4999.0,1,0,28000
28000,AMETHYSTS,SEASHELLS,10005.0,1,0,28000
28300,STARFRUIT,SEASHELLS,4997.0,1,0,28300
28300,AMETHYSTS,SEASHELLS,9998.0,2,0,28300
28300,AMETHYSTS,SEASHELLS,9998.0,1,0,28300
28600,AMETHYSTS,SEASHELLS,9998.0,1,0,28600
29400,AMETHYSTS,SEASHELLS,10005.0,2,0,29400
29400,STARFRUIT,SEASHELLS,4998.0,2,0,29400
29500,AMETHYSTS,SEASHELLS,9998.0,3,0,29500
29500,AMETHYSTS,SEASHELLS,9998.0,2,0,29500
29900,STARFRUIT,SEASHELLS,4995.0,1,0,29900
30300,STARFRUIT,SEASHELLS,4996.0,1,0,30300
30400,STARFRUIT,SEASHELLS,4991.0,1,0,30400
30400,AMETHYSTS,SEASHELLS,10004.0,1,0,30400
30400,AMETHYSTS,SEASHELLS,10004.0,6,0,30400
30900,STARFRUIT,SEASHELLS,4992.0,1,0,30900
31000,AMETHYSTS,SEASHELLS,9996.0,1,0,31000
31000,STARFRUIT,SEASHELLS,4992.0,1,0,31000
31200,STARFRUIT,SEASHELLS,4992.0,1,0,31200
31300,STARFRUIT,SEASHELLS,4997.0,1,0,31300
31300,AMETHYSTS,SEASHELLS,9998.0,1,0,31300
31400,STARFRUIT,SEASHELLS,4999.0,4,0,31400
31600,AMETHYSTS,SEASHELLS,10002.0,3,0,31600
31800,AMETHYSTS,SEASHELLS,10002.0,1,0,31800
32100,STARFRUIT,SEASHELLS,4991.0,1,0,32100
32100,AMETHYSTS,SEASHELLS,10002.0,4,0,32100
32500,AMETHYSTS,SEASHELLS,10002.0,1,0,32500
32700,STARFRUIT,SEASHELLS,4996.0,1,0,32700
32800,STARFRUIT,SEASHELLS,4990.0,2,0,32800
32800,STARFRUIT,SEASHELLS,4991.0,2,0,32800
32800,AMETHYSTS,SEASHELLS,9995.0,2,0,32800
32800,AMETHYSTS,SEASHELLS,9996.0,2,0,32800
33200,STARFRUIT,SEASHELLS,4990.0,1,0,33200
33300,STARFRUIT,SEASHELLS,4995.0,1,0,33300
33300,STARFRUIT,SEASHELLS,4991.0,8,0,33300
33500,AMETHYSTS,SEASHELLS,10002.0,3,0,33500
33900,STARFRUIT,SEASHELLS,4995.0,1,0,33900
34000,STARFRUIT,SEASHELLS,4995.0,1,0,34000
34000,AMETHYSTS,SEASHELLS,9998.0,1,0,34000
34100,AMETHYSTS,SEASHELLS,10002.0,1,0,34100
35000,STARFRUIT,SEASHELLS,4993.0,4,0,35000
35300,STARFRUIT,SEASHELLS,4993.0,1,0,35300
35600,AMETHYSTS,SEASHELLS,10002.0,1,0,35600
35800,STARFRUIT,SEASHELLS,4993.0,1,0,35800
36200,STARFRUIT,SEASHELLS,4994.0,3,0,36200
36300,STARFRUIT,SEASHELLS,4999.0,1,0,36300
36300,AMETHYSTS,SEASHELLS,10005.0,1,0,36300
36500,AMETHYSTS,SEASHELLS,10005.0,4,0,36500
36800,STARFRUIT,SEASHELLS,4993.0,1,0,36800
37200,STARFRUIT,SEASHELLS,4998.0,10,0,37200
37400,AMETHYSTS,SEASHELLS,10002.0,1,0,37400
37900,AMETHYSTS,SEASHELLS,9995.0,4,0,37900
38000,STARFRUIT,SEASHELLS,4991.0,11,0,38000
38400,AMETHYSTS,SEASHELLS,10004.0,2,0,38400
38500,AMETHYSTS,SEASHELLS,10002.0,6,0,38500
38500,STARFRUIT,SEASHELLS,4996.0,1,0,38500
38800,STARFRUIT,SEASHELLS,4993.0,5,0,38800
38900,STARFRUIT,SEASHELLS,4991.0,2,0,38900
38900,AMETHYSTS,SEASHELLS,9995.0,2,0,38900
39100,AMETHYSTS,SEASHELLS,10002.0,5,0,39100
39300,STARFRUIT,SEASHELLS,4993.0,1,0,39300
39300,AMETHYSTS,SEASHELLS,9996.0,1,0,39300
39400,STARFRUIT,SEASHELLS,4993.0,1,0,39400
39500,STARFRUIT,SEASHELLS,4998.0,1,0,39500
39800,STARFRUIT,SEASHELLS,4993.0,4,0,39800
40100,STARFRUIT,SEASHELLS,4992.0,1,0,40100
40200,STARFRUIT,SEASHELLS,4997.0,5,0,40200
40300,STARFRUIT,SEASHELLS,4994.0,2,0,40300
40600,STARFRUIT,SEASHELLS,4992.0,1,0,40600
40700,STARFRUIT,SEASHELLS,4996.0,3,0,40700
40900,STARFRUIT,SEASHELLS,4992.0,3,0,40900
41100,STARFRUIT,SEASHELLS,4991.0,1,0,41100
41100,STARFRUIT,SEASHELLS,4995.0,9,0,41100
41500,AMETHYSTS,SEASHELLS,10002.0,1,0,41500
41500,AMETHYSTS,SEASHELLS,10000.0,2,0,41500
41600,AMETHYSTS,SEASHELLS,9995.0,1,0,41600
41600,STARFRUIT,SEASHELLS,4990.0,1,0,41600
42900,AMETHYSTS,SEASHELLS,10002.0,1,0,42900
42900,STARFRUIT,SEASHELLS,4993.0,1,0,42900
43100,STARFRUIT,SEASHELLS,4994.0,2,0,43100
43100,STARFRUIT,SEASHELLS,4989.0,14,0,43100
43100,AMETHYSTS,SEASHELLS,10005.0,2,0,43100
43400,AMETHYSTS,SEASHELLS,10002.0,1,0,43400
43500,STARFRUIT,SEASHELLS,4990.0,1,0,43500
43700,AMETHYSTS,SEASHELLS,9998.0,1,0,43700
43900,STARFRUIT,SEASHELLS,4990.0,1,0,43900
43900,STARFRUIT,SEASHELLS,4997.0,2,0,43900
43900,AMETHYSTS,SEASHELLS,10004.0,2,0,43900
44000,AMETHYSTS,SEASHELLS,9998.0,1,0,44000
44700,STARFRUIT,SEASHELLS,4995.0,1,0,44700
44800,AMETHYSTS,SEASHELLS,9996.0,1,0,44800
45100,STARFRUIT,SEASHELLS,4988.0,1,0,45100
45100,AMETHYSTS,SEASHELLS,9996.0,1,0,45100
45800,AMETHYSTS,SEASHELLS,9996.0,1,0,45800
45800,AMETHYSTS,SEASHELLS,9996.0,10,0,45800
46200,AMETHYSTS,SEASHELLS,9998.0,1,0,46200
46300,AMETHYSTS,SEASHELLS,9995.0,1,0,46300
46300,STARFRUIT,SEASHELLS,4987.0,1,0,46300
46800,AMETHYSTS,SEASHELLS,9996.0,1,0,46800
46800,STARFRUIT,SEASHELLS,4987.0,1,0,46800
46800,STARFRUIT,SEASHELLS,4986.0,2,0,46800
47200,STARFRUIT,SEASHELLS,4992.0,1,0,47200
47300,STARFRUIT,SEASHELLS,4988.0,2,0,47300
47700,STARFRUIT,SEASHELLS,4988.0,1,0,47700
48300,STARFRUIT,SEASHELLS,4988.0,1,0,48300
48300,AMETHYSTS,SEASHELLS,9995.0,1,0,48300
48600,AMETHYSTS,SEASHELLS,10004.0,1,0,48600
48600,STARFRUIT,SEASHELLS,4989.0,1,0,48600
48600,STARFRUIT,SEASHELLS,4994.0,1,0,48600
48900,STARFRUIT,SEASHELLS,4988.0,1,0,48900
49300,STARFRUIT,SEASHELLS,4994.0,1,0,49300
49300,AMETHYSTS,SEASHELLS,10005.0,1,0,49300
49700,STARFRUIT,SEASHELLS,4988.0,2,0,49700
49700,AMETHYSTS,SEASHELLS,9995.0,2,0,49700
49900,STARFRUIT,SEASHELLS,4986.0,1,0,49900
50000,STARFRUIT,SEASHELLS,4986.0,5,0,50000
50200,STARFRUIT,SEASHELLS,4986.0,1,0,50200
50200,AMETHYSTS,SEASHELLS,9996.0,1,0,50200
50300,STARFRUIT,SEASHELLS,4986.0,1,0,50300
50400,AMETHYSTS,SEASHELLS,9996.0,2,0,50400
50400,STARFRUIT,SEASHELLS,4986.0,2,0,50400
50900,AMETHYSTS,SEASHELLS,9996.0,2,0,50900
51000,AMETHYSTS,SEASHELLS,9998.0,1,0,51000
51000,STARFRUIT,SEASHELLS,4986.0,1,0,51000
51300,STARFRUIT,SEASHELLS,4990.0,1,0,51300
51600,AMETHYSTS,SEASHELLS,10002.0,1,0,51600
51600,STARFRUIT,SEASHELLS,4990.0,1,0,51600
51900,AMETHYSTS,SEASHELLS,10002.0,2,0,51900
52000,AMETHYSTS,SEASHELLS,9998.0,2,0,52000
52200,STARFRUIT,SEASHELLS,4985.0,1,0,52200
52300,STARFRUIT,SEASHELLS,4985.0,1,0,52300
52700,AMETHYSTS,SEASHELLS,10002.0,3,0,52700
53000,AMETHYSTS,SEASHELLS,9998.0,1,0,53000
53200,AMETHYSTS,SEASHELLS,10002.0,1,0,53200
53300,AMETHYSTS,SEASHELLS,9998.0,2,0,53300
53600,AMETHYSTS,SEASHELLS,9998.0,1,0,53600
53600,STARFRUIT,SEASHELLS,4985.0,1,0,53600
53700,STARFRUIT,SEASHELLS,4992.0,2,0,53700
53700,AMETHYSTS,SEASHELLS,10004.0,2,0,53700
53900,AMETHYSTS,SEASHELLS,10002.0,1,0,53900
54300,STARFRUIT,SEASHELLS,4986.0,11,0,54300
54300,AMETHYSTS,SEASHELLS,9998.0,1,0,54300
54600,AMETHYSTS,SEASHELLS,9996.0,1,0,54600
54600,AMETHYSTS,SEASHELLS,9996.0,5,0,54600
54600,STARFRUIT,SEASHELLS,4986.0,1,0,54600
54700,STARFRUIT,SEASHELLS,4990.0,1,0,54700
54900,AMETHYSTS,SEASHELLS,10002.0,3,0,54900
55200,STARFRUIT,SEASHELLS,4989.0,1,0,55200
56100,STARFRUIT,SEASHELLS,4990.0,14,0,56100
56100,STARFRUIT,SEASHELLS,4990.0,1,0,56100
56100,AMETHYSTS,SEASHELLS,10004.0,1,0,56100
56300,STARFRUIT,SEASHELLS,4983.0,1,0,56300
56500,STARFRUIT,SEASHELLS,4982.0,1,0,56500
56500,AMETHYSTS,SEASHELLS,9998.0,1,0,56500
56700,AMETHYSTS,SEASHELLS,10002.0,1,0,56700
57000,AMETHYSTS,SEASHELLS,10004.0,1,0,57000
57000,STARFRUIT,SEASHELLS,4989.0,1,0,57000
57100,AMETHYSTS,SEASHELLS,10002.0,1,0,57100
57100,STARFRUIT,SEASHELLS,4985.0,3,0,57100
57200,STARFRUIT,SEASHELLS,4985.0,4,0,57200
57200,AMETHYSTS,SEASHELLS,10002.0,1,0,57200
57300,AMETHYSTS,SEASHELLS,10002.0,1,0,57300
57400,STARFRUIT,SEASHELLS,4990.0,1,0,57400
57700,AMETHYSTS,SEASHELLS,10002.0,2,0,57700
57700,STARFRUIT,SEASHELLS,4985.0,2,0,57700
57800,STARFRUIT,SEASHELLS,4984.0,1,0,57800
58300,STARFRUIT,SEASHELLS,4988.0,1,0,58300
58400,AMETHYSTS,SEASHELLS,9996.0,1,0,58400
58600,AMETHYSTS,SEASHELLS,9998.0,1,0,58600
58800,STARFRUIT,SEASHELLS,4982.0,5,0,58800
58800,STARFRUIT,SEASHELLS,4983.0,1,0,58800
59000,STARFRUIT,SEASHELLS,4991.0,10,0,59000
59500,AMETHYSTS,SEASHELLS,10005.0,4,0,59500
59700,AMETHYSTS,SEASHELLS,10002.0,6,0,59700
59800,STARFRUIT,SEASHELLS,4985.0,5,0,59800
59900,STARFRUIT,SEASHELLS,4983.0,1,0,59900
60000,STARFRUIT,SEASHELLS,4987.0,1,0,60000
60200,AMETHYSTS,SEASHELLS,9996.0,1,0,60200
60200,AMETHYSTS,SEASHELLS,9996.0,1,0,60200
60200,STARFRUIT,SEASHELLS,4983.0,1,0,60200
60200,STARFRUIT,SEASHELLS,4983.0,1,0,60200
60300,AMETHYSTS,SEASHELLS,9996.0,6,0,60300
60300,AMETHYSTS,SEASHELLS,9996.0,2,0,60300
60400,AMETHYSTS,SEASHELLS,9998.0,1,0,60400
60500,STARFRUIT,SEASHELLS,4985.0,3,0,60500
60500,AMETHYSTS,SEASHELLS,9998.0,1,0,60500
60600,STARFRUIT,SEASHELLS,4984.0,1,0,60600
61100,STARFRUIT,SEASHELLS,4990.0,2,0,61100
61100,AMETHYSTS,SEASHELLS,10002.0,1,0,61100
61100,STARFRUIT,SEASHELLS,4987.0,5,0,61100
61100,AMETHYSTS,SEASHELLS,10005.0,2,0,61100
61300,STARFRUIT,SEASHELLS,4987.0,1,0,61300
62300,AMETHYSTS,SEASHELLS,10004.0,1,0,62300
62300,STARFRUIT,SEASHELLS,4987.0,1,0,62300
62600,STARFRUIT,SEASHELLS,4984.0,1,0,62600
62900,STARFRUIT,SEASHELLS,4989.0,6,0,62900
62900,STARFRUIT,SEASHELLS,4989.0,1,0,62900
63000,STARFRUIT,SEASHELLS,4986.0,6,0,63000
63000,STARFRUIT,SEASHELLS,4984.0,1,0,63000
63000,STARFRUIT,SEASHELLS,4984.0,9,0,63000
63200,AMETHYSTS,SEASHELLS,9998.0,1,0,63200
63200,STARFRUIT,SEASHELLS,4984.0,1,0,63200
63300,STARFRUIT,SEASHELLS,4991.0,2,0,63300
63300,AMETHYSTS,SEASHELLS,9998.0,1,0,63300
63500,AMETHYSTS,SEASHELLS,9998.0,6,0,63500
63700,AMETHYSTS,SEASHELLS,9996.0,1,0,63700
63800,STARFRUIT,SEASHELLS,4983.0,1,0,63800
64200,AMETHYSTS,SEASHELLS,9995.0,2,0,64200
64200,STARFRUIT,SEASHELLS,4982.0,2,0,64200
64500,STARFRUIT,SEASHELLS,4989.0,2,0,64500
64500,AMETHYSTS,SEASHELLS,10005.0,2,0,64500
64500,AMETHYSTS,SEASHELLS,10002.0,1,0,64500
64600,STARFRUIT,SEASHELLS,4988.0,1,0,64600
64900,AMETHYSTS,SEASHELLS,10005.0,2,0,64900
65300,AMETHYSTS,SEASHELLS,9998.0,1,0,65300
65300,AMETHYSTS,SEASHELLS,10000.0,2,0,65300
65400,STARFRUIT,SEASHELLS,4983.0,1,0,65400
65500,AMETHYSTS,SEASHELLS,9998.0,1,0,65500
